"Module","DocType","Section","Content"
"medtech_core","IMPROVEMENTS","7. Email Digest & Notifications","**Description:**  
Configurable email notifications for compliance events.

**Notification Types:**
- Daily digest of pending approvals
- Weekly overdue CAPA report
- Monthly compliance metrics
- Immediate critical alerts (recalls, safety)

**User Preferences:**
```
â”Œâ”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”گ
â”‚ Notification Preferences             â”‚
â”œâ”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”¤
â”‚ Daily Digest:     âک‘ Enabled         â”‚
â”‚ Send at:          [08:00] [AM]      â”‚
â”‚                                      â”‚
â”‚ Include:                             â”‚
â”‚ âک‘ Pending Approvals                 â”‚
â”‚ âک‘ Overdue CAPAs                     â”‚
â”‚ âکگ New NCRs                          â”‚
â”‚ âک‘ Upcoming Audits                   â”‚
â”‚                                      â”‚
â”‚ Critical Alerts:  âک‘ Immediate Email â”‚
â”‚                   âک‘ SMS             â”‚
â””â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”ک
```

**Estimated Effort:** 24 hours  
**Priority:** Medium  

---"
"medtech_core","IMPROVEMENTS","Low Priority / Future Enhancements",""
"medtech_core","IMPROVEMENTS","8. Mobile Application","**Description:**  
Native mobile app for field operations.

**Features:**
- Offline capability
- Barcode scanning
- Photo capture for audit evidence
- Digital signatures
- Sync when online

**Use Cases:**
- Field service technicians
- Warehouse operators
- Shop floor production
- Remote quality inspections

**Estimated Effort:** 200+ hours  
**Priority:** Low (Phase 2)  

---"
"medtech_core","IMPROVEMENTS","9. AI-Powered Anomaly Detection","**Description:**  
Machine learning to identify unusual patterns in audit trails.

**Capabilities:**
- Detect suspicious edit patterns
- Flag unusual approval times
- Identify data entry anomalies
- Predict CAPA recurrence

**Example Alert:**  
""""User John modified 15 approved records in 10 minutesâ€”unusual pattern detected.""""

**Estimated Effort:** 80 hours  
**Priority:** Low (Future)  
**Dependencies:** Odoo ML infrastructure

---"
"medtech_core","IMPROVEMENTS","10. Integration with External Systems","**Description:**  
APIs and connectors for third-party systems.

**Integrations:**
- LIMS (Laboratory Information Management)
- MES (Manufacturing Execution Systems)
- PLM (Product Lifecycle Management)
- ERP systems (SAP, Oracle)
- Quality management tools (Greenlight Guru, MasterControl)

**API Endpoints:**
```
POST /api/medtech/audit_trail
GET /api/medtech/capa/{id}
PUT /api/medtech/approval/{id}/approve
```

**Estimated Effort:** 60 hours per integration  
**Priority:** Low  

---"
"medtech_core","IMPROVEMENTS","11. Compliance Training Module Integration","**Description:**  
Track and enforce training requirements tied to system access.

**Features:**
- Define required training per security group
- Automatic access suspension if training expires
- Training records with quiz scores
- Scheduled re-training reminders
- Integration with LMS systems

**Workflow:**
```
1. User needs Quality Manager role
2. System checks required training: """"GMP Basics"""", """"CAPA Process""""
3. User completes training
4. Admin verifies completion
5. System grants Quality Manager access
6. Training expires after 1 year
7. System sends renewal reminder 30 days before
8. If not renewed, access auto-suspended
```

**Estimated Effort:** 40 hours  
**Priority:** Low  

---"
"medtech_core","IMPROVEMENTS","12. Blockchain Audit Trail (Immutability Proof)","**Description:**  
Use blockchain to provide cryptographic proof of audit trail integrity.

**Implementation:**
- Hash each audit trail entry
- Store hash on blockchain
- Provide verification tool for inspectors
- Demonstrate tamper-proof records

**Benefits:**
- Ultimate data integrity proof
- Enhanced trust with regulators
- Marketing differentiation

**Estimated Effort:** 120 hours  
**Priority:** Low (Experimental)  
**Dependencies:** Blockchain infrastructure

---"
"medtech_core","IMPROVEMENTS","Quick Wins (Easy Implementations)",""
"medtech_core","IMPROVEMENTS","13. Favorite Records","**Description:**  
Allow users to """"star"""" frequently accessed records.

**Implementation:**
- Add star icon to record view
- Create """"My Favorites"""" menu
- Store in user preferences

**Estimated Effort:** 4 hours  
**Priority:** Low  
**Benefit:** Improved UX

---"
"medtech_core","IMPROVEMENTS","14. Bulk Approval","**Description:**  
Approve multiple records at once (with safeguards).

**Implementation:**
- Multi-select in list view
- """"Bulk Approve"""" action
- Confirmation dialog with record list
- Individual audit trail entries

**Safeguards:**
- Limit to 10 records per bulk action
- Require password re-entry
- Show summary before confirm

**Estimated Effort:** 8 hours  
**Priority:** Low  

---"
"medtech_core","IMPROVEMENTS","15. Record Templates","**Description:**  
Save frequently used configurations as templates.

**Example:**
- CAPA template: """"Material contamination investigation""""
- Pre-filled root cause categories
- Standard corrective actions
- Typical timeline

**Estimated Effort:** 12 hours  
**Priority:** Low  

---"
"medtech_core","IMPROVEMENTS","Technical Debt & Refactoring",""
"medtech_core","IMPROVEMENTS","16. Convert to Odoo 19 Best Practices","**Tasks:**
- Update all decorators to Odoo 19 syntax
- Replace deprecated APIs
- Optimize database queries
- Add proper indexing
- Write unit tests (target: 80% coverage)

**Estimated Effort:** 40 hours  
**Priority:** Medium (Ongoing)  

---"
"medtech_core","IMPROVEMENTS","17. Performance Optimization","**Focus Areas:**
- Lazy loading for audit trails
- Cached computed fields
- Database query optimization
- Pagination for large datasets

**Metrics to Track:**
- Page load time < 2 seconds
- Audit trail query < 500ms
- Approval action < 1 second

**Estimated Effort:** 24 hours  
**Priority:** Medium  

---"
"medtech_core","IMPROVEMENTS","Community-Requested Features",""
"medtech_core","IMPROVEMENTS","18. Dark Mode Support","**Description:**  
Support dark theme for reduced eye strain.

**Estimated Effort:** 8 hours  
**Priority:** Low  

---"
"medtech_core","IMPROVEMENTS","19. Localization & Multi-Language","**Description:**  
Translate module to multiple languages.

**Target Languages:**
- Spanish (Latin America)
- German (EU MDR compliance)
- French (Canada, Europe)
- Mandarin (China NMPA)

**Estimated Effort:** 20 hours per language  
**Priority:** Low  

---"
"medtech_core","IMPROVEMENTS","20. Scheduled Reporting","**Description:**  
Auto-generate and email reports on schedule.

**Examples:**
- Weekly CAPA status report to QA Manager
- Monthly metrics to executive team
- Quarterly compliance summary

**Estimated Effort:** 16 hours  
**Priority:** Low  

---"
"medtech_core","IMPROVEMENTS","Voting & Prioritization","To request these features or vote on priorities, please:

1. Create GitHub issue with tag `enhancement`
2. Reference improvement number (e.g., """"Request: #5 Delegation"""")
3. Describe your use case
4. Community votes with ًں‘چ reaction

Top-voted features will be prioritized for development.

---"
"medtech_core","IMPROVEMENTS","Contributing","We welcome community contributions! See `CONTRIBUTING.md` for:
- Code standards
- Pull request process
- Testing requirements
- Documentation expectations

---

**Last Updated:** February 25, 2026  
**Next Review:** May 2026"
"medtech_core","INSTALLATION","MedTech Core - Installation Guide",""
"medtech_core","INSTALLATION","Prerequisites",""
"medtech_core","INSTALLATION","System Requirements","- **Odoo Version:** 19.0 or higher
- **Python:** 3.10+
- **PostgreSQL:** 13+
- **Operating System:** Windows, Linux, or macOS"
"medtech_core","INSTALLATION","Required Odoo Modules","- `base` (pre-installed)
- `web` (pre-installed)
- `mail` (pre-installed)"
"medtech_core","INSTALLATION","Installation Steps",""
"medtech_core","INSTALLATION","Method 1: Manual Installation (Development)","1. **Clone or Copy Module**
   ```bash
   cd /path/to/odoo/addons
   cp -r /path/to/medtech_core .
   ```

2. **Update Apps List**
   - Login to Odoo as Administrator
   - Go to **Apps** menu
   - Click **Update Apps List**
   - Search for """"MedTech Core""""

3. **Install Module**
   - Click **Install** button
   - Wait for installation to complete (takes 5-15 seconds)

4. **Verify Installation**
   - Navigate to **Settings** > **Users & Companies** > **Groups**
   - Confirm MedTech security groups exist:
     - MedTech / Operator
     - MedTech / Warehouse Supervisor
     - MedTech / Quality User
     - MedTech / Quality Manager
     - MedTech / Regulatory User
     - MedTech / Regulatory Manager
     - MedTech / Service Technician
     - MedTech / Auditor"
"medtech_core","INSTALLATION","Method 2: Command Line Installation","```bash
# Navigate to Odoo root directory
cd /path/to/odoo

# Install module
python odoo-bin -c odoo.conf -d your_database -i medtech_core --stop-after-init

# Start server
python odoo-bin -c odoo.conf -d your_database
```"
"medtech_core","INSTALLATION","Method 3: Docker Installation","```yaml
# docker-compose.yml
version: '3'
services:
  odoo:
    image: odoo:19.0
    volumes:
      - ./medtech_core:/mnt/extra-addons/medtech_core
    environment:
      - HOST=db
      - USER=odoo
      - PASSWORD=odoo
    depends_on:
      - db
  db:
    image: postgres:13
    environment:
      - POSTGRES_DB=postgres
      - POSTGRES_USER=odoo
      - POSTGRES_PASSWORD=odoo
```

```bash
docker-compose up -d
```"
"medtech_core","INSTALLATION","Post-Installation Configuration",""
"medtech_core","INSTALLATION","1. Assign Security Groups","Navigate to **Settings** > **Users & Companies** > **Users**

For each user, assign appropriate groups:

**Manufacturing Staff:**
- MedTech / Operator

**Warehouse Staff:**
- MedTech / Warehouse Supervisor

**Quality Team:**
- MedTech / Quality User (inspectors)
- MedTech / Quality Manager (QA managers)

**Regulatory Team:**
- MedTech / Regulatory User (documentation)
- MedTech / Regulatory Manager (submissions)

**Field Service:**
- MedTech / Service Technician

**Auditors:**
- MedTech / Auditor (read-only access)"
"medtech_core","INSTALLATION","2. Configure Company Settings (Future Enhancement)","This will be available in the MedTech Config views (currently commented out):
- Go to **MedTech** > **Configuration** > **Settings**
- Set regulatory framework (FDA, EU MDR, ISO 13485)
- Configure electronic signature requirements
- Set document retention periods"
"medtech_core","INSTALLATION","3. Enable Audit Trails","Audit trails are automatically enabled for any model inheriting `medtech.audit.mixin`.

To add audit trails to custom models:

```python
class YourModel(models.Model):
    _name = 'your.model'
    _inherit = ['medtech.audit.mixin']
```"
"medtech_core","INSTALLATION","Troubleshooting",""
"medtech_core","INSTALLATION","Module Not Appearing in Apps List","**Solution:**
```bash
# Update module list
python odoo-bin -c odoo.conf -d your_database -u base --stop-after-init

# Restart server
python odoo-bin -c odoo.conf -d your_database
```"
"medtech_core","INSTALLATION","Security Groups Not Created","**Solution:**
1. Check logs: `tail -f /path/to/odoo.log`
2. Verify `security/medtech_security.xml` file exists
3. Reinstall module:
   ```bash
   python odoo-bin -c odoo.conf -d your_database -u medtech_core --stop-after-init
   ```"
"medtech_core","INSTALLATION","Permission Errors","**Solution:**
1. Verify user is assigned to appropriate security groups
2. Check record rules in **Settings** > **Technical** > **Security** > **Record Rules**
3. Review access rights in **Settings** > **Technical** > **Security** > **Access Rights**"
"medtech_core","INSTALLATION","Menu Not Visible","**Solution:**
1. Verify you have at least one MedTech security group assigned
2. Clear browser cache (Ctrl+Shift+R)
3. Check if `views/medtech_menus.xml` is loaded"
"medtech_core","INSTALLATION","Upgrade Instructions",""
"medtech_core","INSTALLATION","From Previous Version","```bash
# Backup database first!
pg_dump your_database > backup_$(date +%Y%m%d).sql

# Stop Odoo server
sudo systemctl stop odoo

# Update module files
cp -r /path/to/new/medtech_core /path/to/odoo/addons/

# Upgrade module
python odoo-bin -c odoo.conf -d your_database -u medtech_core --stop-after-init

# Start server
sudo systemctl start odoo
```"
"medtech_core","INSTALLATION","Uninstallation","**Warning:** Uninstalling this module will affect all dependent MedTech modules.

```bash
# Command line
python odoo-bin -c odoo.conf -d your_database --uninstall medtech_core --stop-after-init
```

Or via UI:
1. Go to **Apps**
2. Find """"MedTech Core""""
3. Click **Uninstall**
4. Confirm deletion"
"medtech_core","INSTALLATION","Development Setup",""
"medtech_core","INSTALLATION","For Module Development","1. **Enable Developer Mode**
   - Go to **Settings**
   - Scroll to bottom, click **Activate the developer mode**

2. **Install Developer Tools**
   ```bash
   pip install watchdog
   pip install odoo-test-helper
   ```

3. **Run Tests**
   ```bash
   python odoo-bin -c odoo.conf -d test_database --test-enable --stop-after-init -i medtech_core
   ```

4. **Debug Mode**
   ```bash
   python odoo-bin -c odoo.conf -d your_database --dev=all
   ```"
"medtech_core","INSTALLATION","Production Deployment",""
"medtech_core","INSTALLATION","Recommended Settings","In `odoo.conf`:

```ini
[options]
# Workers for production
workers = 4

# Security
list_db = False
admin_passwd = YOUR_STRONG_PASSWORD

# Logging
logfile = /var/log/odoo/odoo.log
log_level = warn

# Performance
max_cron_threads = 2
db_maxconn = 64
```"
"medtech_core","INSTALLATION","Systemd Service (Linux)","```ini
[Unit]
Description=Odoo 19 with MedTech ERP
After=network.target postgresql.service

[Service]
Type=simple
User=odoo
Group=odoo
ExecStart=/usr/bin/python3 /opt/odoo/odoo-bin -c /etc/odoo/odoo.conf
Restart=always

[Install]
WantedBy=multi-user.target
```"
"medtech_core","INSTALLATION","Support","For installation issues:
- Check logs: `tail -f /var/log/odoo/odoo.log`
- Verify file permissions
- Ensure all dependencies are installed
- Contact MedTech ERP Team for assistance"
"medtech_core","README","MedTech Core Module",""
"medtech_core","README","Overview","**Version:** 19.0.1.0.0  
**Category:** Manufacturing/MedTech  
**License:** LGPL-3  
**Author:** MedTech ERP Team"
"medtech_core","README","Purpose","MedTech Core is the foundation module for FDA 21 CFR Part 820, EU MDR, and ISO 13485 compliance. It provides the essential compliance framework that all other MedTech modules depend on."
"medtech_core","README","Key Features",""
"medtech_core","README","1. Audit Trail System","- **Compliance-grade change tracking** for all critical records
- Tracks who changed what, when, and why
- Immutable audit logs for regulatory inspections
- Automatic timestamping with user attribution"
"medtech_core","README","2. Multi-Stage Approval Workflow","- Configurable approval chains for critical processes
- Role-based approval gates (QA, Regulatory, Management)
- Approval history with signatures and timestamps
- Rejection handling with mandatory comments"
"medtech_core","README","3. Security Groups & Access Control","- **Operator** - Basic manufacturing operations
- **Warehouse Supervisor** - Inventory and logistics management
- **Quality User** - Quality control activities
- **Quality Manager** - Quality system oversight
- **Regulatory User** - Regulatory documentation access
- **Regulatory Manager** - Regulatory submissions and audits
- **Service Technician** - Field service operations
- **Auditor** - Read-only access for compliance audits"
"medtech_core","README","4. Compliance Configuration","- Company-level compliance settings
- Regulatory framework selection (FDA, EU MDR, ISO 13485)
- Document control parameters
- Electronic signature configuration"
"medtech_core","README","Technical Architecture",""
"medtech_core","README","Models",""
"medtech_core","README","`medtech.audit.mixin`","Abstract model providing audit trail functionality to any model that inherits it.

**Fields:**
- `audit_ids` - One2many relation to audit trail records
- `last_modified_by` - User who last modified the record
- `last_modified_date` - Timestamp of last modification

**Methods:**
- `_track_audit()` - Automatically creates audit entries on changes
- `get_audit_trail()` - Returns formatted audit history"
"medtech_core","README","`medtech.approval.mixin`","Abstract model providing multi-stage approval workflow.

**Fields:**
- `approval_state` - Selection: draft, pending_qa, pending_regulatory, approved, rejected
- `approval_user_id` - User who approved/rejected
- `approval_date` - Timestamp of approval
- `approval_comment` - Comments from approver

**Methods:**
- `action_submit_for_approval()` - Initiates approval workflow
- `action_approve()` - Approves the record
- `action_reject()` - Rejects with mandatory comments"
"medtech_core","README","Views","- Audit trail tree and form views
- Approval workflow status indicator
- Activity timeline for approvals"
"medtech_core","README","Security","- Record rules for role-based access
- Field-level security for sensitive data
- Audit log protection (no deletion allowed)"
"medtech_core","README","Dependencies","- `base` - Odoo core
- `web` - Web interface
- `mail` - Messaging and activity tracking"
"medtech_core","README","Module Structure","```
medtech_core/
â”œâ”€â”€ __init__.py
â”œâ”€â”€ __manifest__.py
â”œâ”€â”€ security/
â”‚   â”œâ”€â”€ medtech_security.xml       # Security groups
â”‚   â””â”€â”€ ir.model.access.csv        # Access rights
â”œâ”€â”€ models/
â”‚   â”œâ”€â”€ __init__.py
â”‚   â”œâ”€â”€ medtech_audit.py           # Audit trail models
â”‚   â””â”€â”€ medtech_approval.py        # Approval workflow models
â”œâ”€â”€ views/
â”‚   â”œâ”€â”€ medtech_audit_views.xml
â”‚   â””â”€â”€ medtech_menus.xml
â”œâ”€â”€ demo/
â”‚   â””â”€â”€ demo_data.xml
â””â”€â”€ docs/
    â”œâ”€â”€ README.md
    â”œâ”€â”€ INSTALLATION.md
    â”œâ”€â”€ USER_GUIDE.md
    â””â”€â”€ IMPROVEMENTS.md
```"
"medtech_core","README","Regulatory Compliance",""
"medtech_core","README","FDA 21 CFR Part 820","- **آ§820.70(i)** - Automated processes validation
- **آ§820.75** - Process change control
- **آ§820.181** - Device History Record (DHR) requirements
- **آ§820.184** - Device Master Record (DMR) requirements
- **آ§820.186** - Quality system record requirements"
"medtech_core","README","EU MDR (2017/745)","- **Article 10(8)** - Electronic systems validation
- **Annex I, Chapter II** - Design and manufacturing information
- **Annex IX** - Quality management system requirements"
"medtech_core","README","ISO 13485:2016","- **7.3.7** - Control of design and development changes
- **7.5.1** - Control of production and service provision
- **4.2.4** - Control of records
- **4.2.5** - Control of documents"
"medtech_core","README","Data Model Integration","This module provides mixins that can be inherited by any model requiring compliance features:

```python
from odoo import models

class MyCompliantModel(models.Model):
    _name = 'my.model'
    _inherit = ['medtech.audit.mixin', 'medtech.approval.mixin']
    
    # Your model fields here
```"
"medtech_core","README","Performance Considerations","- Audit trails are indexed for fast querying
- Approval workflows use computed fields with proper caching
- Security groups are optimized for minimal database queries"
"medtech_core","README","Related Modules","- **medtech_traceability** - Device traceability and UDI management
- **medtech_quality_capa** - CAPA and nonconformance management
- **medtech_recall** - Product recall management
- **medtech_vendor_compliance** - Supplier quality management
- **medtech_field_service_history** - Field service and maintenance
- **error_reporter_enterprise** - Error tracking and analytics"
"medtech_core","README","Support & Maintenance","For issues, feature requests, or contributions, please contact the MedTech ERP Team."
"medtech_core","README","Changelog",""
"medtech_core","README","Version 19.0.1.0.0","- Initial Odoo 19 release
- Modernized security groups (removed category_id)
- Updated Command syntax for Odoo 19
- Removed deprecated icon references
- Created placeholder demo data structure"
"medtech_core","USER_GUIDE","MedTech Core - User Guide",""
"medtech_core","USER_GUIDE","Table of Contents","1. [Introduction](#introduction)
2. [Getting Started](#getting-started)
3. [Security Groups & Roles](#security-groups--roles)
4. [Audit Trail System](#audit-trail-system)
5. [Approval Workflows](#approval-workflows)
6. [Use Cases](#use-cases)
7. [Best Practices](#best-practices)
8. [FAQ](#faq)"
"medtech_core","USER_GUIDE","Introduction","MedTech Core provides the compliance foundation for medical device manufacturing in Odoo. This guide will help you understand and effectively use the core compliance features."
"medtech_core","USER_GUIDE","Getting Started",""
"medtech_core","USER_GUIDE","First-Time Login","1. **Access Odoo**
   - Navigate to your Odoo instance (e.g., `http://localhost:8069`)
   - Login with your credentials

2. **Check Your Access**
   - Click on your name (top-right corner)
   - Select **My Profile**
   - Scroll to **Access Rights** tab
   - Verify your MedTech groups are assigned

3. **Navigate to MedTech**
   - Look for **MedTech** in the main menu
   - This appears only if you have at least one MedTech security group"
"medtech_core","USER_GUIDE","User Interface Overview","The MedTech menu structure:
```
MedTech
â”œâ”€â”€ Dashboard (Overview of all modules)
â”œâ”€â”€ Quality
â”‚   â”œâ”€â”€ CAPAs
â”‚   â”œâ”€â”€ Nonconformances
â”‚   â””â”€â”€ Quality Points
â”œâ”€â”€ Traceability
â”‚   â”œâ”€â”€ Device History Records (DHR)
â”‚   â”œâ”€â”€ UDI Management
â”‚   â””â”€â”€ Lot/Serial Tracking
â”œâ”€â”€ Recalls
â”œâ”€â”€ Vendor Compliance
â”œâ”€â”€ Field Service
â”œâ”€â”€ Configuration
â”‚   â”œâ”€â”€ Settings
â”‚   â””â”€â”€ Audit Trails
â””â”€â”€ Reporting
```"
"medtech_core","USER_GUIDE","Security Groups & Roles",""
"medtech_core","USER_GUIDE","Group Hierarchy","```
â”Œâ”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”گ
â”‚      Regulatory Manager     â”‚ â†گ Full regulatory access
â”œâ”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”¤
â”‚      Quality Manager        â”‚ â†گ Approve CAPAs, NCRs
â”œâ”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”¤
â”‚      Regulatory User        â”‚ â†گ Documentation access
â”‚      Quality User           â”‚ â†گ Quality activities
â”œâ”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”¤
â”‚  Warehouse Supervisor       â”‚ â†گ Inventory management
â”‚  Service Technician         â”‚ â†گ Field service
â”‚  Operator                   â”‚ â†گ Manufacturing
â”œâ”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”¤
â”‚         Auditor             â”‚ â†گ Read-only access
â””â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”€â”ک
```"
"medtech_core","USER_GUIDE","Role Descriptions",""
"medtech_core","USER_GUIDE","**Operator**","**Who:** Production floor workers, technicians
**Can Do:**
- View manufacturing orders
- Create device history records
- Record production data
- View quality instructions

**Cannot Do:**
- Approve changes
- Access confidential regulatory data
- Delete audit records

**Typical Users:** Assembly technicians, machinists, packagers

---"
"medtech_core","USER_GUIDE","**Warehouse Supervisor**","**Who:** Inventory managers, logistics coordinators
**Can Do:**
- Manage inventory levels
- Create/receive shipments
- Handle quarantine materials
- Generate inventory reports

**Cannot Do:**
- Approve quality decisions
- Access detailed regulatory files
- Override quality holds

**Typical Users:** Warehouse managers, shipping coordinators, receiving clerks

---"
"medtech_core","USER_GUIDE","**Quality User**","**Who:** Quality inspectors, test technicians
**Can Do:**
- Perform inspections
- Create nonconformance reports
- Execute quality tests
- Document inspection results

**Cannot Do:**
- Approve CAPAs
- Close nonconformances
- Modify approved procedures

**Typical Users:** Quality inspectors, test engineers, calibration technicians

---"
